 Maintaining 16 concurrent writes of 16384 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aac91394a5b2_1977
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16     25698     25682   4.01239   1.39062  0.002555 0.0621173
   101      16     25758     25742   3.98194    0.9375  0.002006 0.0621974
   102      16     25801     25785   3.94949  0.671875  0.002021 0.0624486
   103      16     25838     25822   3.91676  0.578125  0.002249 0.0631879
   104      16     25877     25861   3.88496  0.609375  0.002332 0.0637115
   105      16     25882     25866    3.8487  0.078125  0.002261 0.0638852
   106      16     25935     25919   3.82021  0.828125  0.002256 0.0648661
   107      16     25969     25953   3.78947   0.53125  0.002001  0.065179
   108      16     26055     26039   3.76682   1.34375  0.002009 0.0660503
   109      16     26059     26043   3.73284    0.0625  0.002074 0.0661109
   110      16     26117     26101   3.70714   0.90625  0.001985 0.0669352
   111      16     26127     26111   3.67515   0.15625  0.002368 0.0672693
   112      16     26170     26154   3.64833  0.671875  0.002324 0.0678204
   113      16     26242     26226     3.626     1.125   0.00233 0.0687587
   114      16     26266     26250   3.59748     0.375  0.002335 0.0689209
   115      16     26338     26322   3.57598     1.125  0.002248 0.0694905
   116      16     26369     26353   3.54933  0.484375  0.002245 0.0697236
   117      16     26437     26421   3.52808    1.0625  0.002333 0.0708134
   118      16     26444     26428    3.4991  0.109375  0.002264 0.0708209
   119      16     26504     26488   3.47758    0.9375  0.002238 0.0714466
2014-11-25 06:41:46.104576min lat: 0.001847 max lat: 6.00798 avg lat: 0.0723307
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   120      16     26524     26508    3.4512    0.3125   0.00353 0.0723307
   121      16     26577     26561   3.42952  0.828125  0.002091 0.0723315
   122      16     26676     26660   3.41409   1.54688  0.001987 0.0730083
   123      16     26684     26668   3.38735     0.125  0.002704 0.0731901
   124      16     26706     26690    3.3628   0.34375  0.001992 0.0734586
   125      16     26789     26773   3.34627   1.29688  0.002221 0.0744517
   126      16     26793     26777   3.32021    0.0625  0.002271 0.0744826
   127      16     26870     26854   3.30354   1.20312  0.303457 0.0753052
   128      16     26927     26911   3.28469  0.890625   1.35039  0.075607
   129      16     26928     26912   3.25935  0.015625   2.29005 0.0756893
   130      16     26967     26951   3.23896  0.609375  0.002003 0.0766023
   131      16     27023     27007   3.22092     0.875  0.002102 0.0773802
   132      16     27025     27009   3.19675   0.03125  0.002719 0.0774266
   133      16     27165     27149   3.18916    2.1875  0.002829  0.078202
   134      16     27214     27198   3.17108  0.765625  0.002254 0.0785051
   135      16     27278     27262   3.15499         1  0.002137 0.0788161
   136      16     27316     27300   3.13616   0.59375  0.002133 0.0791063
   137      16     27367     27351   3.11908  0.796875  0.002243 0.0795507
   138      16     27373     27357   3.09716   0.09375   0.00227 0.0797764
   139      16     27451     27435   3.08365   1.21875  0.002026 0.0808274
2014-11-25 06:42:06.106653min lat: 0.001847 max lat: 6.00798 avg lat: 0.0808651
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16     27452     27436   3.06173  0.015625   1.11395 0.0808651
   141      16     27523     27507   3.04789   1.10938  0.002253  0.081896
   142      16     27523     27507   3.02642         0         -  0.081896
   143      16     27614     27598    3.0152  0.710938  0.002245 0.0825017
   144      16     27617     27601   2.99459  0.046875  0.002638 0.0825758
   145      16     27698     27682   2.98266   1.26562  0.002245 0.0837507
   146      16     27698     27682   2.96223         0         - 0.0837507
   147      16     27738     27722   2.94633    0.3125  0.002892 0.0841245
   148      16     27802     27786   2.93318         1  0.001991 0.0850281
   149      16     27802     27786   2.91349         0         - 0.0850281
   150      16     27803     27787   2.89418 0.0078125   2.91421 0.0851299
   151      16     27803     27787   2.87501         0         - 0.0851299
   152      16     27900     27884   2.86607  0.757812  0.653077 0.0868048
   153      16     27940     27924   2.85142     0.625  0.002187 0.0872533
   154      16     27963     27947   2.83524  0.359375  0.002237 0.0874534
   155      16     27978     27962   2.81846  0.234375   0.00202 0.0875268
   156      16     28056     28040    2.8082   1.21875  0.001977  0.088442
   157      16     28076     28060    2.7923    0.3125  0.002195 0.0886816
   158      16     28139     28123   2.78086  0.984375   0.00223 0.0893009
   159      16     28186     28170   2.76799  0.734375   1.08795 0.0898577
2014-11-25 06:42:26.108682min lat: 0.001847 max lat: 6.00798 avg lat: 0.0898577
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16     28186     28170   2.75069         0         - 0.0898577
   161      16     28243     28227   2.73914  0.445312   0.00262 0.0905626
   162      16     28260     28244   2.72387  0.265625  0.002085 0.0908931
   163      16     28301     28285   2.71109  0.640625  0.002737 0.0917183
   164      16     28340     28324   2.69827  0.609375  0.002002 0.0922518
   165      16     28356     28340   2.68343      0.25  0.003508 0.0925126
   166      16     28428     28412   2.67404     1.125  0.002236 0.0928467
   167      16     28493     28477   2.66411   1.01562   0.00233 0.0934121
   168      16     28528     28512   2.65151  0.546875  0.002244 0.0936988
   169      16     28621     28605   2.64442   1.45312  0.249216 0.0943465
   170      16     28630     28614   2.62969  0.140625  0.002016 0.0944135
   171      16     28674     28658   2.61833    0.6875   1.48367 0.0948319
   172      16     28751     28735    2.6101   1.20312  0.002261 0.0956156
   173      16     28753     28737   2.59519   0.03125  0.779945 0.0956633
   174      16     28866     28850   2.59043   1.76562  0.002234 0.0961624
   175      16     28883     28867   2.57714  0.265625   0.00225 0.0963245
   176      16     28908     28892   2.56472  0.390625  0.002286 0.0966971
   177      16     28939     28923   2.55296  0.484375  0.325415 0.0976374
   178      16     28939     28923   2.53862         0         - 0.0976374
   179      16     29063     29047   2.53526   0.96875  0.002358 0.0982742
2014-11-25 06:42:46.110789min lat: 0.001847 max lat: 6.00798 avg lat: 0.0985322
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16     29108     29092   2.52508  0.703125  0.002245 0.0985322
   181      16     29182     29166   2.51752   1.15625   1.19194  0.099099
   182      16     29208     29192   2.50592   0.40625  0.881476  0.099159
   183      16     29261     29245   2.49675  0.828125  0.002471 0.0994391
   184      16     29320     29304   2.48819  0.921875  0.002357  0.100098
   185      16     29345     29329   2.47685  0.390625  0.001995  0.100386
   186      16     29428     29412   2.47051   1.29688  0.001972  0.101019
   187      16     29428     29412    2.4573         0         -  0.101019
   188      16     29508     29492   2.45087     0.625  0.002457  0.101448
   189      16     29539     29523   2.44047  0.484375   1.70826  0.101804
   190      16     29600     29584   2.43264  0.953125  0.499433  0.102327
   191      16     29634     29618   2.42269   0.53125   2.77667  0.102755
   192      16     29675     29659    2.4134  0.640625  0.002495  0.102785
   193      16     29710     29694   2.40373  0.546875   3.65695  0.103532
   194      16     29719     29703   2.39207  0.140625  0.002336  0.103801
   195      16     29774     29758   2.38421  0.859375  0.543828  0.104429
   196      16     29803     29787   2.37435  0.453125   1.15688  0.104653
   197      16     29814     29798   2.36317  0.171875  0.002239  0.104772
   198      16     29899     29883   2.35795   1.32812   0.00251  0.105445
   199      16     29924     29908   2.34806  0.390625  0.002849  0.105949
2014-11-25 06:43:06.112816min lat: 0.001842 max lat: 6.00798 avg lat: 0.106249
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   200      16     29939     29923   2.33749  0.234375  0.002245  0.106249
   201      16     29939     29923   2.32586         0         -  0.106249
   202      16     30032     30016   2.32154  0.726562  0.002358  0.107303
   203      16     30032     30016    2.3101         0         -  0.107303
   204      16     30071     30055   2.30177  0.304688  0.002249  0.107962
   205      16     30121     30105   2.29435   0.78125   0.00224  0.108627
   206      16     30174     30158   2.28723  0.828125  0.002258  0.108848
   207      16     30229     30213   2.28033  0.859375  0.002255  0.109229
   208      16     30230     30214   2.26945  0.015625   2.23549  0.109299
   209      16     30251     30235   2.26016  0.328125  0.002235  0.109893
   210      16     30346     30330   2.25646   1.48438  0.002291  0.110607
   211      16     30346     30330   2.24577         0         -  0.110607
   212      16     30409     30393   2.23982  0.492188  0.002059  0.111093
   213      16     30409     30393    2.2293         0         -  0.111093
   214      16     30487     30471   2.22458  0.609375   2.36768  0.111798
   215      16     30540     30524   2.21808  0.828125  0.002724  0.112305
   216      16     30561     30545   2.20933  0.328125   1.45164  0.112489
   217      16     30561     30545   2.19915         0         -  0.112489
   218      16     30639     30623   2.19466  0.609375  0.002353  0.113623
   219      16     30639     30623   2.18463         0         -  0.113623
2014-11-25 06:43:26.114698min lat: 0.001842 max lat: 6.00798 avg lat: 0.11399
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   220      16     30685     30669   2.17797  0.359375    0.0025   0.11399
   221      16     30763     30747   2.17363   1.21875  0.002737  0.114503
   222      16     30775     30759   2.16468    0.1875  0.002221  0.114571
   223      16     30801     30785    2.1568   0.40625  0.001984  0.114838
   224      16     30874     30858   2.15226   1.14062  0.002086  0.115819
   225      16     30875     30859   2.14277  0.015625   1.69524   0.11587
   226      16     30919     30903   2.13633    0.6875  0.002001  0.116405
   227      16     30932     30916   2.12781  0.203125  0.002247  0.116636
   228      16     30948     30932   2.11957      0.25  0.002235  0.116901
   229      16     31033     31017   2.11612   1.32812  0.002232  0.117634
   230      16     31081     31065   2.11018      0.75  0.001991   0.11797
   231      16     31085     31069   2.10131    0.0625  0.002754  0.118015
   232      16     31162     31146   2.09744   1.20312  0.002523   0.11892
   233      16     31162     31146   2.08844         0         -   0.11892
   234      16     31227     31211   2.08385  0.507812  0.002248  0.119669
   235      16     31232     31216   2.07532  0.078125  0.002241  0.119746
   236      16     31311     31295   2.07176   1.23438  0.002486   0.12029
   237      16     31405     31389   2.06921   1.46875  0.002001  0.120431
   238      16     31405     31389   2.06052         0         -  0.120431
   239      16     31479     31463   2.05673  0.578125  0.002685   0.12124
2014-11-25 06:43:46.116540min lat: 0.001842 max lat: 6.00798 avg lat: 0.12124
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   240      16     31479     31463   2.04816         0         -   0.12124
   241      16     31527     31511   2.04278     0.375  0.002254  0.122165
   242      16     31552     31536   2.03595  0.390625   0.00225  0.122275
   243      16     31600     31584   2.03066      0.75  0.002248  0.122751
   244      16     31659     31643   2.02611  0.921875  0.002233  0.123043
   245      16     31686     31670   2.01956  0.421875  0.002253  0.123208
   246      16     31704     31688    2.0125   0.28125  0.002479   0.12348
   247      16     31779     31763   2.00909   1.17188  0.001997  0.124238
   248      16     31785     31769   2.00137   0.09375  0.002236  0.124321
   249      16     31793     31777   1.99383     0.125  0.002438   0.12446
   250      16     31868     31852   1.99055   1.17188  0.671675  0.125295
   251      16     31875     31859   1.98305  0.109375   0.00229  0.125394
   252      16     31897     31881   1.97655   0.34375  0.002258  0.125746
   253      16     31906     31890   1.96929  0.140625  0.002371  0.126067
   254      16     31980     31964   1.96609   1.15625  0.002254  0.126947
   255      16     31988     31972   1.95887     0.125   1.05674  0.127074
   256      16     31988     31972   1.95122         0         -  0.127074
   257      16     32063     32047   1.94818  0.585938     0.002  0.128194
   258      16     32094     32078   1.94251  0.484375  0.002245  0.128198
   259      16     32117     32101    1.9364  0.359375  0.002231   0.12853
2014-11-25 06:44:06.118460min lat: 0.001842 max lat: 6.00798 avg lat: 0.128987
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   260      16     32165     32149   1.93183      0.75  0.002356  0.128987
   261      16     32186     32170   1.92569  0.328125  0.002336  0.129359
   262      16     32186     32170   1.91834         0         -  0.129359
   263      16     32245     32229   1.91455  0.460938  0.002439  0.130246
   264      16     32245     32229    1.9073         0         -  0.130246
   265      16     32332     32316   1.90523  0.679688  0.002262  0.131152
   266      16     32332     32316   1.89807         0         -  0.131152
   267      16     32401     32385     1.895  0.539062   0.00224  0.131642
   268      16     32401     32385   1.88793         0         -  0.131642
   269      16     32473     32457   1.88509    0.5625  0.001995  0.132516
   270      16     32507     32491   1.88008   0.53125  0.002009  0.132477
   271      16     32510     32494   1.87331  0.046875  0.002386   0.13257
   272      16     32548     32532   1.86861   0.59375  0.002268  0.133045
   273      16     32625     32609   1.86617   1.20312  0.002211  0.133789
   274      16     32666     32650    1.8617  0.640625  0.001995  0.133942
   275      16     32679     32663   1.85566  0.203125  0.002224  0.133965
   276      16     32685     32669   1.84928   0.09375   0.00304  0.134265
   277      16     32768     32752   1.84729   1.29688  0.002247  0.135131
   278      16     32811     32795   1.84306  0.671875  0.002232  0.135262
   279      16     32817     32801   1.83679   0.09375  0.002003  0.135408
2014-11-25 06:44:26.120281min lat: 0.001842 max lat: 6.00798 avg lat: 0.135854
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   280      16     32847     32831    1.8319   0.46875   2.66689  0.135854
   281      16     32901     32885   1.82839   0.84375  0.002456  0.136338
   282      16     32904     32888   1.82207  0.046875  0.002067   0.13639
   283      16     32923     32907   1.81668  0.296875   3.23008  0.136729
   284      16     33029     33013   1.81611   1.65625  0.001996  0.137454
   285      16     33029     33013   1.80974         0         -  0.137454
   286      16     33095     33079   1.80702  0.515625  0.002005   0.13768
   287      16     33128     33112   1.80252  0.515625   3.13954  0.138008
   288      16     33197     33181       1.8   1.07812  0.002247  0.138456
   289      16     33200     33184   1.79394  0.046875  0.002234  0.138494
   290      16     33249     33233   1.79039  0.765625  0.001991  0.139337
   291      16     33302     33286   1.78708  0.828125  0.002014   0.13955
   292      16     33351     33335   1.78359  0.765625  0.002606  0.139695
   293      16     33417     33401   1.78102   1.03125  0.002579  0.139948
   294      16     33422     33406   1.77523  0.078125  0.003076  0.140059
   295      16     33516     33500   1.77419   1.46875  0.002222  0.140526
   296      16     33539     33523   1.76941  0.359375  0.002474  0.140675
   297      16     33555     33539   1.76429      0.25  0.002248  0.140928
   298      16     33578     33562   1.75958  0.359375  0.002244  0.141213
   299      16     33611     33595   1.75542  0.515625  0.002246  0.141917
2014-11-25 06:44:46.122114min lat: 0.001842 max lat: 6.00798 avg lat: 0.14246
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   300      16     33663     33647   1.75227    0.8125  0.001917   0.14246
   301      13     33663     33650   1.74661  0.046875  0.976097  0.142564
 Total time run:         301.262346
Total writes made:      33663
Write size:             16384
Bandwidth (MB/sec):     1.746 

Stddev Bandwidth:       6.10494
Max bandwidth (MB/sec): 43.2344
Min bandwidth (MB/sec): 0
Average Latency:        0.143109
Stddev Latency:         0.524285
Max latency:            6.00798
Min latency:            0.001842
